character,sentence,line,document,shengmu,yunmu,shengdiao,bihua,cixing,sentiment,sentiment_score,td_idf,degree,pos
可,不可不畏,"唯之与阿，相去几何？善之与恶，相去若何？人之所畏，不可不畏。荒兮，其未央哉！众人熙熙，如享太牢，如春登台。我独泊兮，其未兆，如婴儿之未孩。儡儡兮，若无所归。众人皆有馀，而我独若遗。我愚人之心也哉，沌沌兮。俗人昭昭，我独昏昏；俗人察察，我独闷闷。澹兮其若海，辽兮若无止。众人皆有以，而我独顽似鄙。我独异于人，而贵食母。
",./道德经.txt,k,e,3,5,v,negative,0.9999523796876377,1,0,26
可,可以为天地母,"有物混成，先天地生。寂兮寥兮，独立而不改，周行而不殆，可以为天地母。吾不知其名，字之曰道，强为之名曰大。大曰逝，逝曰远，远曰反。故道大，天大，地大，王亦大。域中有四大，而王居其一焉。人法地，地法天，天法道，道法自然。
",./道德经.txt,k,e,3,5,v,negative,0.9999977138634784,1,0,27
可,无关楗而不可开,"善行，无辙迹；善言，无瑕谪；善数，不用筹策；善闭，无关楗而不可开；善结，无绳约而不可解。是以圣人常善救人，故无弃人；常善救物，故无弃物。是谓袭明。故善人者不善人之师；不善人者善人之资。不贵其师，不爱其资，虽智大迷。是谓要妙。
",./道德经.txt,k,e,3,5,v,negative,0.9999999999777276,1,0,30
可,无绳约而不可解,"善行，无辙迹；善言，无瑕谪；善数，不用筹策；善闭，无关楗而不可开；善结，无绳约而不可解。是以圣人常善救人，故无弃人；常善救物，故无弃物。是谓袭明。故善人者不善人之师；不善人者善人之资。不贵其师，不爱其资，虽智大迷。是谓要妙。
",./道德经.txt,k,e,3,5,v,negative,0.9999999999777276,1,0,41
可,不可为也,"将欲取天下而为之，吾见其不得已。天下神器，不可为也。为者败之，执者失之。故物或行或随，或嘘或吹，或强或羸，或挫或隳。是以圣人去甚去奢去泰。
",./道德经.txt,k,e,3,5,v,negative,0.9880705639674401,1,0,22
可,夫乐杀人者则不可得志于天下矣,"夫唯兵者，不祥之器，物或恶之，故有道者不处。君子居则贵左，用兵则贵右。兵者不祥之器，非君子之器，不得已而用之，恬淡为上。胜而不美，而美之者，是乐杀人。夫乐杀人者则不可得志于天下矣。吉事尚左，凶事尚右。偏将军居左，上将军居右，言以丧礼处之。杀人之众，以悲哀莅之，战胜以丧礼处之。
",./道德经.txt,k,e,3,5,v,negative,0.9999996257300934,1,0,82
可,知止可以不殆,"道常无名。朴虽小，天下莫能臣也。侯王若能守之，万物将自宾，天地相合，以降甘露，民莫之令，而自均。始制有名，名亦既有，夫亦将知止。知止可以不殆。譬道之在天下，犹川谷之于江海。
",./道德经.txt,k,e,3,5,v,negative,0.8771438832622703,1,0,66
可,其可左右,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,k,e,3,5,v,negative,0.9992513256274456,1,0,5
可,可名于小,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,k,e,3,5,v,negative,0.9992513256274456,1,0,39
可,可名为大,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,k,e,3,5,v,negative,0.9992513256274456,1,0,53
可,鱼不可脱于渊,"将欲歙之，必固张之；将欲弱之，必固强之；将欲废之，必固兴之；将欲取之，必固与之。是谓微明。柔弱胜刚强。鱼不可脱于渊，国之利器不可以示人。
",./道德经.txt,k,e,3,5,v,negative,0.9999732181060687,1,0,53
可,国之利器不可以示人,"将欲歙之，必固张之；将欲弱之，必固强之；将欲废之，必固兴之；将欲取之，必固与之。是谓微明。柔弱胜刚强。鱼不可脱于渊，国之利器不可以示人。
",./道德经.txt,k,e,3,5,v,negative,0.9999732181060687,1,0,63
非,非常道,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,f,ei,1,8,h,negative,0.907500379111566,1,0,5
非,非常名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,f,ei,1,8,h,negative,0.907500379111566,1,0,14
非,非以其无私邪,"天长地久。天地所以能长且久者，以其不自生，故能长生。是以圣人后其身而身先，外其身而身存。非以其无私邪？故能成其私。
",./道德经.txt,f,ei,1,8,h,positive,0.6303903261458428,1,0,44
非,非君子之器,"夫唯兵者，不祥之器，物或恶之，故有道者不处。君子居则贵左，用兵则贵右。兵者不祥之器，非君子之器，不得已而用之，恬淡为上。胜而不美，而美之者，是乐杀人。夫乐杀人者则不可得志于天下矣。吉事尚左，凶事尚右。偏将军居左，上将军居右，言以丧礼处之。杀人之众，以悲哀莅之，战胜以丧礼处之。
",./道德经.txt,f,ei,1,8,h,negative,0.9999996257300934,1,0,42
非,此非以贱为本耶,"昔之得一者：天得一以清；地得一以宁；神得一以灵；谷得一以盈；万物得一以生；侯得一以为天下正。其致之，天无以清，将恐裂；地无以宁，将恐废；神无以灵，将恐歇；谷无以盈，将恐竭；万物无以生，将恐灭；侯王无以贵高，将恐蹶。故贵以贱为本，高以下为基。是以侯王自谓“孤”、“寡”、“不谷”。此非以贱为本耶？非乎？故致数誉无誉。是故不欲禄禄如玉，珞珞如石。
",./道德经.txt,f,ei,1,8,h,negative,0.9999999999995111,1,0,140
非,非乎,"昔之得一者：天得一以清；地得一以宁；神得一以灵；谷得一以盈；万物得一以生；侯得一以为天下正。其致之，天无以清，将恐裂；地无以宁，将恐废；神无以灵，将恐歇；谷无以盈，将恐竭；万物无以生，将恐灭；侯王无以贵高，将恐蹶。故贵以贱为本，高以下为基。是以侯王自谓“孤”、“寡”、“不谷”。此非以贱为本耶？非乎？故致数誉无誉。是故不欲禄禄如玉，珞珞如石。
",./道德经.txt,f,ei,1,8,h,negative,0.9999999999995111,1,0,147
常,非常道,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,ch,ang,2,11,d,negative,0.907500379111566,1,0,6
常,非常名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,ch,ang,2,11,d,negative,0.907500379111566,1,0,15
常,故常无欲,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,ch,ang,2,11,d,negative,0.907500379111566,1,0,35
常,常有欲,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,ch,ang,2,11,d,negative,0.907500379111566,1,0,44
常,常使民无知无欲,"不尚贤使民不争；不贵难得之货使民不为盗；不见可欲使民心不乱。是以圣人之治：虚其心，实其腹；弱其志，强其骨。常使民无知无欲。使夫知者不敢为也。为无为，则无不治。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999999999873954,1,0,53
常,复命曰常,"致虚极，守静笃。万物并作，吾以观复。夫物芸芸，各复归其根。归根曰静，静曰复命。复命曰常，知常曰明。不知常，妄作，凶。知常容，容乃公，公乃王，王乃天，天乃道，道乃久，殁身不殆。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999982268130012,1,0,42
常,知常曰明,"致虚极，守静笃。万物并作，吾以观复。夫物芸芸，各复归其根。归根曰静，静曰复命。复命曰常，知常曰明。不知常，妄作，凶。知常容，容乃公，公乃王，王乃天，天乃道，道乃久，殁身不殆。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999982268130012,1,0,45
常,不知常,"致虚极，守静笃。万物并作，吾以观复。夫物芸芸，各复归其根。归根曰静，静曰复命。复命曰常，知常曰明。不知常，妄作，凶。知常容，容乃公，公乃王，王乃天，天乃道，道乃久，殁身不殆。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999982268130012,1,0,51
常,知常容,"致虚极，守静笃。万物并作，吾以观复。夫物芸芸，各复归其根。归根曰静，静曰复命。复命曰常，知常曰明。不知常，妄作，凶。知常容，容乃公，公乃王，王乃天，天乃道，道乃久，殁身不殆。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999982268130012,1,0,59
常,是以圣人常善救人,"善行，无辙迹；善言，无瑕谪；善数，不用筹策；善闭，无关楗而不可开；善结，无绳约而不可解。是以圣人常善救人，故无弃人；常善救物，故无弃物。是谓袭明。故善人者不善人之师；不善人者善人之资。不贵其师，不爱其资，虽智大迷。是谓要妙。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999999999777276,1,0,48
常,常善救物,"善行，无辙迹；善言，无瑕谪；善数，不用筹策；善闭，无关楗而不可开；善结，无绳约而不可解。是以圣人常善救人，故无弃人；常善救物，故无弃物。是谓袭明。故善人者不善人之师；不善人者善人之资。不贵其师，不爱其资，虽智大迷。是谓要妙。
",./道德经.txt,ch,ang,2,11,d,negative,0.9999999999777276,1,0,58
常,常德不离,"知其雄，守其雌，为天下溪。为天下溪，常德不离，复归于婴儿。知其白，守其黑，为天下式。为天下式，常德不忒，复归于无极。知其荣，守其辱，为天下谷。为天下谷，常德乃足，复归于朴。朴散则为器，圣人用之则为官长。故大制无割。
",./道德经.txt,ch,ang,2,11,d,negative,0.9997979482864638,1,0,18
常,常德不忒,"知其雄，守其雌，为天下溪。为天下溪，常德不离，复归于婴儿。知其白，守其黑，为天下式。为天下式，常德不忒，复归于无极。知其荣，守其辱，为天下谷。为天下谷，常德乃足，复归于朴。朴散则为器，圣人用之则为官长。故大制无割。
",./道德经.txt,ch,ang,2,11,d,negative,0.9997979482864638,1,0,47
常,常德乃足,"知其雄，守其雌，为天下溪。为天下溪，常德不离，复归于婴儿。知其白，守其黑，为天下式。为天下式，常德不忒，复归于无极。知其荣，守其辱，为天下谷。为天下谷，常德乃足，复归于朴。朴散则为器，圣人用之则为官长。故大制无割。
",./道德经.txt,ch,ang,2,11,d,negative,0.9997979482864638,1,0,76
常,道常无名,"道常无名。朴虽小，天下莫能臣也。侯王若能守之，万物将自宾，天地相合，以降甘露，民莫之令，而自均。始制有名，名亦既有，夫亦将知止。知止可以不殆。譬道之在天下，犹川谷之于江海。
",./道德经.txt,ch,ang,2,11,d,negative,0.8771438832622703,1,0,1
常,常无欲,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,ch,ang,2,11,d,negative,0.9992513256274456,1,0,35
常,道常无为而不为,"道常无为而不为。侯王若能守之，万物将自化。化而欲作，吾将镇之以无名之朴。无名之朴亦将不欲。不欲以静，天下将自定。
",./道德经.txt,ch,ang,2,11,d,negative,0.8960224294365515,1,0,1
名,名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,m,ing,2,6,q,negative,0.907500379111566,1,0,9
名,可名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,m,ing,2,6,q,negative,0.907500379111566,1,0,12
名,非常名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,m,ing,2,6,q,negative,0.907500379111566,1,0,16
名,无名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,m,ing,2,6,q,negative,0.907500379111566,1,0,19
名,有名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,m,ing,2,6,q,negative,0.907500379111566,1,0,27
名,此两者同出而异名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,m,ing,2,6,q,negative,0.907500379111566,1,0,60
名,绳绳不可名,"视之不见曰夷；听之不闻曰希；搏之不得曰微。此三者，不可致诘，故混而为一。其上不皎，其下不昧，绳绳不可名，复归于无物。是谓无状之状，无物之象，是谓惚恍。迎之不见其首，随之不见其后。执古之道，以御今之有，能知古始。是谓道纪。
",./道德经.txt,m,ing,2,6,q,negative,0.9999999824211933,1,0,50
名,其名不去,"孔德之容，惟道是从。道之为物，惟恍惟惚。惚兮恍兮，其中有象；恍兮惚兮，其中有物。窈兮冥兮，其中有精，其精甚真，其中有信。自今及古，其名不去，以阅众甫。吾何以知众甫之状哉？
",./道德经.txt,m,ing,2,6,q,negative,0.9993104581727332,1,0,66
名,吾不知其名,"有物混成，先天地生。寂兮寥兮，独立而不改，周行而不殆，可以为天地母。吾不知其名，字之曰道，强为之名曰大。大曰逝，逝曰远，远曰反。故道大，天大，地大，王亦大。域中有四大，而王居其一焉。人法地，地法天，天法道，道法自然。
",./道德经.txt,m,ing,2,6,q,negative,0.9999977138634784,1,0,38
名,强为之名曰大,"有物混成，先天地生。寂兮寥兮，独立而不改，周行而不殆，可以为天地母。吾不知其名，字之曰道，强为之名曰大。大曰逝，逝曰远，远曰反。故道大，天大，地大，王亦大。域中有四大，而王居其一焉。人法地，地法天，天法道，道法自然。
",./道德经.txt,m,ing,2,6,q,negative,0.9999977138634784,1,0,48
名,道常无名,"道常无名。朴虽小，天下莫能臣也。侯王若能守之，万物将自宾，天地相合，以降甘露，民莫之令，而自均。始制有名，名亦既有，夫亦将知止。知止可以不殆。譬道之在天下，犹川谷之于江海。
",./道德经.txt,m,ing,2,6,q,negative,0.8771438832622703,1,0,3
名,始制有名,"道常无名。朴虽小，天下莫能臣也。侯王若能守之，万物将自宾，天地相合，以降甘露，民莫之令，而自均。始制有名，名亦既有，夫亦将知止。知止可以不殆。譬道之在天下，犹川谷之于江海。
",./道德经.txt,m,ing,2,6,q,negative,0.8771438832622703,1,0,51
名,名亦既有,"道常无名。朴虽小，天下莫能臣也。侯王若能守之，万物将自宾，天地相合，以降甘露，民莫之令，而自均。始制有名，名亦既有，夫亦将知止。知止可以不殆。譬道之在天下，犹川谷之于江海。
",./道德经.txt,m,ing,2,6,q,negative,0.8771438832622703,1,0,53
名,功成而不名有,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,m,ing,2,6,q,negative,0.9992513256274456,1,0,23
名,可名于小,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,m,ing,2,6,q,negative,0.9992513256274456,1,0,40
名,可名为大,"大道泛兮其可左右。万物恃之而生而不辞，功成而不名有，衣养万物而不为主，常无欲。可名于小，万物归焉而不为主；可名为大，以其终不自为大，故能成其大。
",./道德经.txt,m,ing,2,6,q,negative,0.9992513256274456,1,0,54
名,吾将镇之以无名之朴,"道常无为而不为。侯王若能守之，万物将自化。化而欲作，吾将镇之以无名之朴。无名之朴亦将不欲。不欲以静，天下将自定。
",./道德经.txt,m,ing,2,6,q,negative,0.8960224294365515,1,0,32
名,无名之朴亦将不欲,"道常无为而不为。侯王若能守之，万物将自化。化而欲作，吾将镇之以无名之朴。无名之朴亦将不欲。不欲以静，天下将自定。
",./道德经.txt,m,ing,2,6,q,negative,0.8960224294365515,1,0,37
无,无名,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,,u,2,4,v,negative,0.907500379111566,1,0,18
无,故常无欲,"道，可道，非常道。名，可名，非常名。无名，天地之始；有名，万物之母。故常无欲，以观其妙；常有欲，以观其徼。此两者同出而异名，同谓之玄。玄之又玄，众妙之门。
",./道德经.txt,,u,2,4,v,negative,0.907500379111566,1,0,36
无,有无相生,"天下皆知美之为美，斯恶已；皆知善之为善，斯不善矣。有无相生，难易相成，长短相形，高下相盈，音声相和，前后相随。是以圣人处无为之事，行不言之教。万物作，焉而弗辞，生而弗有，为而弗恃，功成而弗居。夫唯弗居，是以不去。
",./道德经.txt,,u,2,4,v,negative,0.999999999997583,1,0,26
无,是以圣人处无为之事,"天下皆知美之为美，斯恶已；皆知善之为善，斯不善矣。有无相生，难易相成，长短相形，高下相盈，音声相和，前后相随。是以圣人处无为之事，行不言之教。万物作，焉而弗辞，生而弗有，为而弗恃，功成而弗居。夫唯弗居，是以不去。
",./道德经.txt,,u,2,4,v,negative,0.999999999997583,1,0,60
无,常使民无知无欲,"不尚贤使民不争；不贵难得之货使民不为盗；不见可欲使民心不乱。是以圣人之治：虚其心，实其腹；弱其志，强其骨。常使民无知无欲。使夫知者不敢为也。为无为，则无不治。
",./道德经.txt,,u,2,4,v,negative,0.9999999999873954,1,0,56
无,常使民无知无欲,"不尚贤使民不争；不贵难得之货使民不为盗；不见可欲使民心不乱。是以圣人之治：虚其心，实其腹；弱其志，强其骨。常使民无知无欲。使夫知者不敢为也。为无为，则无不治。
",./道德经.txt,,u,2,4,v,negative,0.9999999999873954,1,0,56
无,为无为,"不尚贤使民不争；不贵难得之货使民不为盗；不见可欲使民心不乱。是以圣人之治：虚其心，实其腹；弱其志，强其骨。常使民无知无欲。使夫知者不敢为也。为无为，则无不治。
",./道德经.txt,,u,2,4,v,negative,0.9999999999873954,1,0,71
无,则无不治,"不尚贤使民不争；不贵难得之货使民不为盗；不见可欲使民心不乱。是以圣人之治：虚其心，实其腹；弱其志，强其骨。常使民无知无欲。使夫知者不敢为也。为无为，则无不治。
",./道德经.txt,,u,2,4,v,negative,0.9999999999873954,1,0,75
无,非以其无私邪,"天长地久。天地所以能长且久者，以其不自生，故能长生。是以圣人后其身而身先，外其身而身存。非以其无私邪？故能成其私。
",./道德经.txt,,u,2,4,v,positive,0.6303903261458428,1,0,47
无,夫唯不争故无尤,"上善若水。水善利万物而不争，处众人之所恶，故几于道。居善地，心善渊，与善仁，言善信，政善治，事善能，动善时。夫唯不争故无尤。
",./道德经.txt,,u,2,4,v,negative,0.9999891899990767,1,0,59
无,能无离乎,"载营魄抱一，能无离乎？专气致柔，能婴儿乎？涤除玄览，能无疵乎？爱民治国，能无智乎？天门开阖，能为雌乎？明白四达，能无为乎？生之畜之，生而不有，为而不恃，长而不宰。是为玄德。
",./道德经.txt,,u,2,4,v,negative,0.9999999957188004,1,0,7
无,能无疵乎,"载营魄抱一，能无离乎？专气致柔，能婴儿乎？涤除玄览，能无疵乎？爱民治国，能无智乎？天门开阖，能为雌乎？明白四达，能无为乎？生之畜之，生而不有，为而不恃，长而不宰。是为玄德。
",./道德经.txt,,u,2,4,v,negative,0.9999999957188004,1,0,27
无,能无智乎,"载营魄抱一，能无离乎？专气致柔，能婴儿乎？涤除玄览，能无疵乎？爱民治国，能无智乎？天门开阖，能为雌乎？明白四达，能无为乎？生之畜之，生而不有，为而不恃，长而不宰。是为玄德。
",./道德经.txt,,u,2,4,v,negative,0.9999999957188004,1,0,37
无,能无为乎,"载营魄抱一，能无离乎？专气致柔，能婴儿乎？涤除玄览，能无疵乎？爱民治国，能无智乎？天门开阖，能为雌乎？明白四达，能无为乎？生之畜之，生而不有，为而不恃，长而不宰。是为玄德。
",./道德经.txt,,u,2,4,v,negative,0.9999999957188004,1,0,57
无,当其无有车之用,"三十辐共一毂，当其无有车之用；埏埴以为器，当其无有器之；凿户牖以为室，当其无有室之用。故有之以为利，无之以为用。
",./道德经.txt,,u,2,4,v,negative,0.9999999999996545,1,0,9
无,当其无有器之,"三十辐共一毂，当其无有车之用；埏埴以为器，当其无有器之；凿户牖以为室，当其无有室之用。故有之以为利，无之以为用。
",./道德经.txt,,u,2,4,v,negative,0.9999999999996545,1,0,23
无,当其无有室之用,"三十辐共一毂，当其无有车之用；埏埴以为器，当其无有器之；凿户牖以为室，当其无有室之用。故有之以为利，无之以为用。
",./道德经.txt,,u,2,4,v,negative,0.9999999999996545,1,0,37
无,无之以为用,"三十辐共一毂，当其无有车之用；埏埴以为器，当其无有器之；凿户牖以为室，当其无有室之用。故有之以为利，无之以为用。
",./道德经.txt,,u,2,4,v,negative,0.9999999999996545,1,0,50
无,及吾无身,"宠辱若惊，贵大患若身。何谓宠辱若惊？宠为上辱为下，得之若惊，失之若惊，是谓宠辱若惊。何谓贵大患若身？吾所以有大患者，为吾有身，及吾无身，吾有何患？故贵以身为天下，若可寄天下；爱以身为天下，若可托天下。
",./道德经.txt,,u,2,4,v,negative,0.9999981316088794,1,0,65
无,复归于无物,"视之不见曰夷；听之不闻曰希；搏之不得曰微。此三者，不可致诘，故混而为一。其上不皎，其下不昧，绳绳不可名，复归于无物。是谓无状之状，无物之象，是谓惚恍。迎之不见其首，随之不见其后。执古之道，以御今之有，能知古始。是谓道纪。
",./道德经.txt,,u,2,4,v,negative,0.9999999824211933,1,0,55
无,是谓无状之状,"视之不见曰夷；听之不闻曰希；搏之不得曰微。此三者，不可致诘，故混而为一。其上不皎，其下不昧，绳绳不可名，复归于无物。是谓无状之状，无物之象，是谓惚恍。迎之不见其首，随之不见其后。执古之道，以御今之有，能知古始。是谓道纪。
",./道德经.txt,,u,2,4,v,negative,0.9999999824211933,1,0,60
无,无物之象,"视之不见曰夷；听之不闻曰希；搏之不得曰微。此三者，不可致诘，故混而为一。其上不皎，其下不昧，绳绳不可名，复归于无物。是谓无状之状，无物之象，是谓惚恍。迎之不见其首，随之不见其后。执古之道，以御今之有，能知古始。是谓道纪。
",./道德经.txt,,u,2,4,v,negative,0.9999999824211933,1,0,65
无,盗贼无有,"绝圣弃智，民利百倍；绝仁弃义，民复孝慈；绝巧弃利，盗贼无有。此三者以为文不足，故令有所属：见素抱朴，少私寡欲，绝学无忧。
",./道德经.txt,,u,2,4,v,negative,0.9999953663415294,1,0,27
无,绝学无忧,"绝圣弃智，民利百倍；绝仁弃义，民复孝慈；绝巧弃利，盗贼无有。此三者以为文不足，故令有所属：见素抱朴，少私寡欲，绝学无忧。
",./道德经.txt,,u,2,4,v,negative,0.9999953663415294,1,0,57
无,若无所归,"唯之与阿，相去几何？善之与恶，相去若何？人之所畏，不可不畏。荒兮，其未央哉！众人熙熙，如享太牢，如春登台。我独泊兮，其未兆，如婴儿之未孩。儡儡兮，若无所归。众人皆有馀，而我独若遗。我愚人之心也哉，沌沌兮。俗人昭昭，我独昏昏；俗人察察，我独闷闷。澹兮其若海，辽兮若无止。众人皆有以，而我独顽似鄙。我独异于人，而贵食母。
",./道德经.txt,,u,2,4,v,negative,0.9999523796876377,1,0,74
无,若无止,"唯之与阿，相去几何？善之与恶，相去若何？人之所畏，不可不畏。荒兮，其未央哉！众人熙熙，如享太牢，如春登台。我独泊兮，其未兆，如婴儿之未孩。儡儡兮，若无所归。众人皆有馀，而我独若遗。我愚人之心也哉，沌沌兮。俗人昭昭，我独昏昏；俗人察察，我独闷闷。澹兮其若海，辽兮若无止。众人皆有以，而我独顽似鄙。我独异于人，而贵食母。
",./道德经.txt,,u,2,4,v,negative,0.9999523796876377,1,0,131
无,自伐者无功,"企者不立；跨者不行；自见者不明；自是者不彰；自伐者无功；自矜者不长。其在道也，曰馀食赘形，物或恶之，故有道者不处。
",./道德经.txt,,u,2,4,v,negative,0.9999975541055562,1,0,25
